id,source_paper,question_text,options,subject,chapter,difficulty,type
JEE_Main_2012_26_May_Online_61,JEE_Main_2012_26_May_Online.pdf,"The middle term in the expansion of (1 — 1)"" (1 — x"") in powers of z is  Q67. The value of cos 255° + sin 195° is","['(a) v3-1', '(b) v2', '(c) v2', '(d) v2']",,,,
JEE_Main_2012_26_May_Online_62,JEE_Main_2012_26_May_Online.pdf,"The line parallel to z-axis and passing through the point of intersection of lines aw + 2by + 3b = 0 and bx — 2ay — 3a = 0, where (a, b) ¥ (0,0) is","['(a) above z-axis at a distance 2/3 from it', '(b) above z-axis at a distance 3/2 from it', '(c) below z-axis at a distance 3/2 from it', '(d) below z-axis at a distance 2/3 from it']",,,,
JEE_Main_2012_26_May_Online_63,JEE_Main_2012_26_May_Online.pdf,Consider the straight lines,"['(a) Ly || La, Lo||L3, Ly intersect Dg.', '(b) Ly L La, Ly ||L3, Ly intersect Lo.', '(c) Ly L La, Lo||L3, Ly, intersect L4.', '(d) Ly L Lo, 2, 1 Ls, Lo intersect Ly.']",,,,
JEE_Main_2012_26_May_Online_64,JEE_Main_2012_26_May_Online.pdf,The number of common tangents of the circles given by x? + y*? — 8a — 2y+1 = 0 and a? + y? + 6x + 8y = Ois,"['(a) one', '(b) four', '(c) two', '(d) three']",,,,
JEE_Main_2012_26_May_Online_65,JEE_Main_2012_26_May_Online.pdf,"The chord PQ of the parabola y? = x, where one end P of the chord is at point (4, —2), is perpendicular to the axis of the parabola. Then the slope of the normal at Q is","['(a) ~4', '(b) -4', '(c) 4', '(d) 3']",,,,
JEE_Main_2012_26_May_Online_66,JEE_Main_2012_26_May_Online.pdf,"The normal at (2, 3) to the ellipse, = + v = 1 touches a parabola, whose equation is","['(a) y? = —104x', '(b) y? = 14x', '(c) y? = 26x', '(d) y? = —142']",,,,
JEE_Main_2012_26_May_Online_67,JEE_Main_2012_26_May_Online.pdf,"Let p and q denote the following statements p : The sun is shining q: | shall play tennis in the afternoon The negation of the statement ""If the sun is shining then I shall play tennis in the afternoon"", is","['(a) qa>~p', '(b) q\\ ~ p', '(c) pA\\~4q', '(d) ~q>~p']",,,,
JEE_Main_2012_26_May_Online_68,JEE_Main_2012_26_May_Online.pdf,Statement 1: The variance of first n odd natural numbers is nad Statement 2: The sum of first n odd natural 2 number is n? and the sum of square of first n odd natural numbers is nin),"['(a) Statement 1 is true, Statement 2 is false.', '(b) Statement 1 is true, Statement 2 is true; Statement 2 is not a correct explanation for Statement 1.', '(c) Statement 1| is false, Statement 2 is true.', '(d) Statement | is true, Statement 2 is true, Statement 2 is a correct explanation for Statement 1.']",,,,
JEE_Main_2012_26_May_Online_69,JEE_Main_2012_26_May_Online.pdf,(a),"['(b) A', '(c) B', '(d) 0']",,,,
JEE_Main_2012_26_May_Online_70,JEE_Main_2012_26_May_Online.pdf,"Statement 1: If the system of equations x + ky+ 3z = 0,3” + ky — 2z = 0,22 + 3y — 4z = 0 has a nontrivial solution, then the value of k is 4. Statement 2: A system of three homogeneous equations in three variables has a non trivial solution if the determinant of the coefficient matrix is zero.","['(a) Statement 1 is false, Statement 2 is true.', '(b) Statement | is true, Statement 2 is true, Statement 2 is a correct explanation for Statement 1.', '(c) Statement 1 is true, Statement 2 is true,, Statement 2 is not a correct explanation for Statement 1.', '(d) Statement 1 is true, Statement 2 is false.']",,,,
JEE_Main_2012_26_May_Online_71,JEE_Main_2012_26_May_Online.pdf,"Let f : (—00, 00) — (—00, 00) be defined by f(x) = x? + 1 Statement 1: The function fhas a local extremum at z = 0 Statement 2: The function f is continuous and differentiable on (—co, 00) and f’(0) = 0","['(a) Statement 1 is true, Statement 2 is false.', '(b) Statement 1 is true, Statement 2 is true, Statement 2 is a correct explanation for Statement 1.', '(c) Statement 1| is true, Statement 2 is true, Statement 2 is not the correct explanation for Statement 1.', '(d) Statement 1 is false, Statement 2 is true.']",,,,
JEE_Main_2012_26_May_Online_72,JEE_Main_2012_26_May_Online.pdf,"Ifa metallic circular plate of radius 50 cm is heated so that its radius increases at the rate of 1 mm per hour, then the rate at which, the area of the plate increases (in cm?/ hour) is","['(a) 5x', '(b) 107', '(c) 1007', '(d) 507']",,,,
JEE_Main_2012_26_May_Online_73,JEE_Main_2012_26_May_Online.pdf,f(x) = f es is a polynomial of degree,"['(a) 5 in cot x', '(b) 5 in tanz', '(c) 3 in tan', '(d) 3 in cota']",,,,
JEE_Main_2012_26_May_Online_74,JEE_Main_2012_26_May_Online.pdf,"If [x] is the greatest integer < x, then the value of the integral ne ((2?| + log ($*))dx is","['(a) 0.486', '(b) 0.243', '(c) 1.8', '(d) 0']",,,,
JEE_Main_2012_26_May_Online_75,JEE_Main_2012_26_May_Online.pdf,"The area bounded by the parabola y? = 4a and the line 2x — 3y + 4 = 0, in square unit, is","['(a) 12', '(b) 3', '(c) 1', '(d) 4']",,,,
JEE_Main_2012_26_May_Online_76,JEE_Main_2012_26_May_Online.pdf,The integrating factor of the differential equation («? — 12 + 2) xy = xis,"['(a) ay', '(b) 27-1', '(c) =', '(d) sy']",,,,
JEE_Main_2012_26_May_Online_77,JEE_Main_2012_26_May_Online.pdf,"Statement 1: The vectors @, b and @ lie in the same plane if and only if @- (b x @) = 0 Statement 2: The vectors u and v are perpendicular if and only if u-v = 0 where u x v is a vector perpendicular to the plane of u and ¥","['(a) Statement 1 is false, Statement 2 is true.', '(b) Statement 1 is true, Statement 2 is true, Statement 2 is correct explanation for Statement 1.', '(c) Statement 1| is true, Statement 2 is false.', '(d) Statement | is true, Statement 2 is true, Statement 2 is not a correct explanation for Statement 1.']",,,,
JEE_Main_2012_26_May_Online_78,JEE_Main_2012_26_May_Online.pdf,The distance of the point i+ 25 + 6k from the straight line that passes through the point Qi + 33 — Ak and is parallel to the vector 61 + 33 — Ak is,"['(a) 9', '(b) 8', '(c) 7', '(d) 10']",,,,
JEE_Main_2012_26_May_Online_79,JEE_Main_2012_26_May_Online.pdf,Consider the following planes,"['(a) P and R are perpendicular', '(b) Q and R are perpendicular', '(c) P and Q are parallel', '(d) P and R are parallel']",,,,
JEE_Main_2012_26_May_Online_80,JEE_Main_2012_26_May_Online.pdf,"The equation of a plane containing the line ah = ue = + and the point (0,7, —7) is","['(a) jz+y+2z2=0', '(b) e2+2y4+z2=21', '(c) 8% — 2y + 5z+ 35 =0', '(d) 37 + 2y + 5z + 21=0']",,,,
JEE_Main_2012_26_May_Online_81,JEE_Main_2012_26_May_Online.pdf,"There are two balls in an urn. Each ball can be either white or black. If a white ball is put into the urn and there after a ball is drawn at random from the urn, then the probability that it is white is","['(a) 4', '(b) 3', '(c) 4', '(d) 3']",,,,
JEE_Main_2012_Offline_1,JEE_Main_2012_Offline.pdf,"Resistance of a given wire is obtained by measuring the current flowing in it and the voltage difference applied across it. If the percentage errors in the measurement of the current and the voltage difference are 3% each, then error in the value of resistance of the wire is","['(a) 6%', '(b) zero', '(c) 1%', '(d) 3%']",,,,
JEE_Main_2012_Offline_2,JEE_Main_2012_Offline.pdf,A boy can throw a stone up to a maximum height of 10 m. The maximum horizontal distance that the boy can throw the same stone up to will be,"['(a) 20√2 m', '(b) 10m', '(c) 10√2 m', '(d) 20 m']",,,,
JEE_Main_2012_Offline_3,JEE_Main_2012_Offline.pdf,A particle of mass m is at rest at the origin at time t = 0. It is subjected to a force F(t) = Foe in the x direction. Its speed u(t) is depicted by which of the following curves?,"['(a) Fp', '(b) Fb', '(c) mb', '(d) mb']",,,,
JEE_Main_2012_Offline_4,JEE_Main_2012_Offline.pdf,"This question has statement 1 and statement 2. Of the four choices given after the statements, choose the one that best describes the two statements. If two springs S₁ and S₂ of force constants k₁ and k₂, respectively, are stretched by the same force, it is found that more work is done on spring S₁ than on spring S₂. Statement 1 : If stretched by the same amount, work done on S₁, will be more than that on S₂ Statement 2: k₁ < k₂","['(a) Statement 1 is false, Statement 2 is true', '(b) Statement 1 is true, Statement 2 is false', '(c) Statement 1 is true, Statement 2 is the correct explanation for statement 1', '(d) Statement 1 is true, Statement 2 is true, Statement 2 is not the correct explanation for statement 1.']",,,,
JEE_Main_2012_Offline_5,JEE_Main_2012_Offline.pdf,"Two cars of masses m₁ and m₂ are moving in circles of radii r₁ and r₂, respectively. Their speeds are such that they make complete circles in the same time t. The ratio of their centripetal acceleration is","['(a) m₁r₁: m₂r₂', '(b) m₁:m₂', '(c) r₁: r₂', '(d) 1:1']",,,,
JEE_Main_2012_Offline_6,JEE_Main_2012_Offline.pdf,The mass of a spaceship is 1000 kg. It is to be launched from the earth's surface out into free space. The value of 'g' and 'R' (radius of earth) are 10 m/s² and 6400 km respectively. The required energy for this work will be;,"['(a) 6.4 x 10⁴ Joules', '(b) 6.4 x 10⁸ Joules', '(c) 6.4 x 10⁹ Joules', '(d) 6.4 x 10¹⁰ Joules']",,,,
JEE_Main_2012_Offline_7,JEE_Main_2012_Offline.pdf,A thin liquid film formed between a U-shaped wire and a light slider supports a weight of 1.5 x 10⁻² N (see figure). The length of the slider is 30 cm and its weight negligible. The surface tension of the liquid film is,"['(a) 0.0125 Nm⁻¹', '(b) 0.1 Nm⁻¹', '(c) 0.05 Nm⁻¹', '(d) 0.025 Nm⁻¹']",,,,
JEE_Main_2012_Offline_8,JEE_Main_2012_Offline.pdf,"A wooden wheel of radius R is made of two semicircular parts (see figure); The two parts are held together by a ring made of a metal strip of cross sectional area S and length L₀. L₀ is slightly less than 2πR. To fit the ring on the wheel, it is heated so that its temperature rises by ΔT and it just steps over the wheel. As it cools down to surrounding temperature, it presses the semicircular parts together. If the coefficient of linear expansion of the metal is α, and its Youngs' modulus is Y, the force that one part of the wheel applies on the other part is :","['(a) 2πSYαΔT', '(b) SYαΔT', '(c) πSYαΔT', '(d) 2SYαΔT']",,,,
JEE_Main_2012_Offline_9,JEE_Main_2012_Offline.pdf,"A liquid in a beaker has temperature θ(t) at time t and θ₀ is temperature of surroundings, then according to Newton's law of cooling the correct graph between logₑ(θ — θ₀) and t is","['(a)  (graph)', '(b) (graph)', '(c) (graph)', '(d) (graph)']",,,,
JEE_Main_2012_Offline_10,JEE_Main_2012_Offline.pdf,Helium gas goes through a cycle ABCDA (consisting of two isochoric and two isobaric lines) as shown in figure. Efficiency of this cycle is nearly: (Assume the gas to be close to ideal gas),"['(a) 15.4%', '(b) 9.1%', '(c) 10.5%', '(d) 12.5%']",,,,
JEE_Main_2012_Offline_11,JEE_Main_2012_Offline.pdf,"A Carnot engine, whose efficiency is 40%, takes in heat from a source maintained at a temperature of 500 K. It is desired to have an engine of efficiency 60%. Then, the intake temperature for the same exhaust (sink) temperature must be","['(a) efficiency of Carnot engine cannot be made larger than 50%', '(b) 1200 K', '(c) 750 K', '(d) 600 K']",,,,
JEE_Main_2012_Offline_12,JEE_Main_2012_Offline.pdf,"In a uniformly charged sphere of total charge Q and radius R, the electric field E is plotted as a function of distance from the centre. The graph which would correspond to the above will be","['(a) (graph)', '(b) (graph)', '(c) (graph)', '(d) (graph)']",,,,
JEE_Main_2012_Offline_13,JEE_Main_2012_Offline.pdf,"This question has statement 1 and statement 2 . Of the four choices given after the statements, choose the one that best describes the two statements. An insulating solid sphere of radius R has a uniformly positive charge density ρ. As a result of this uniform charge distribution there is a finite value of electric potential at the centre of the sphere, at the surface of the sphere and also at a point outside the sphere. The electric potential at infinity is zero. Statement 1: When a charge q is taken from the centre to the surface of the sphere, its potential energy changes by qρR²/6ε₀. Statement 2: The electric field at a distance r (r < R) from the centre of the sphere is ρr/3ε₀.","['(a) Statement 1 is true, Statement 2 is true, Statement 2 is not the correct explanation for']",,,,
JEE_Main_2012_Offline_14,JEE_Main_2012_Offline.pdf,The figure shows an experimental plot for discharging of a capacitor in an R — C circuit. The time constant τ of this circuit lies between:,"['(a) 150 sec and 200 sec', '(b) 0 and 50 sec', '(c) 50 sec and 100 sec', '(d) 100 sec and 150 sec']",,,,
JEE_Main_2012_Offline_15,JEE_Main_2012_Offline.pdf,Two electric bulbs marked 25 W — 220 V and 100 W — 220 V are connected in series to a 440 V supply. Which of the bulbs will fuse?,"['(a) both', '(b) 100 W', '(c) 25 W', '(d) neither']",,,,
JEE_Main_2012_Offline_16,JEE_Main_2012_Offline.pdf,A charge Q is uniformly distributed over the surface of non conducting disc of radius R. The disc rotates about an axis perpendicular to its plane and passing through its centre with an angular velocity ω. As a result of this rotation a magnetic field of induction B is obtained at the centre of the disc. If we keep both the amount of charge placed on the disc and its angular velocity to be constant and vary the radius of the disc then the variation of the magnetic induction at the centre of the disc will be represented by the figure,"['(a) (graph)', '(b) (graph)', '(c) (graph)', '(d) (graph)']",,,,
JEE_Main_2012_Offline_17,JEE_Main_2012_Offline.pdf,"Proton, Deuteron and alpha particle of the same kinetic energy are moving in circular trajectories in a constant magnetic field. The radii of proton, deuteron and alpha particle are respectively rₚ, rᴅ and rₐ. Which one of the following relations is correct?","['(a) rₐ = rₚ = rᴅ', '(b) rₐ = rₚ < rᴅ', '(c) rₐ > rᴅ > rₚ', '(d) rₐ = rᴅ > rₚ']",,,,
JEE_Main_2012_Offline_18,JEE_Main_2012_Offline.pdf,"An electromagnetic wave in vacuum has the electric and magnetic fields E and B, which are always perpendicular to each other. The direction of polarization is given by X and that of wave propagation by k. Then :","['(a) X||B and k||B x E', '(b) X||E and k||E x B', '(c) X||B and k||E x B', '(d) X||E and k||B x E']",,,,
JEE_Main_2012_Offline_19,JEE_Main_2012_Offline.pdf,"An object 2.4 m in front of a lens forms a sharp image on a film 12 cm behind the lens. A glass plate 1 cm thick, of refractive index 1.50 is interposed between lens and film with its plane faces parallel to film. At what distance (from lens) should object be shifted to be in sharp focus on film?","['(a) 7.2m', '(b) 2.4m', '(c) 3.2m', '(d) 5.6m']",,,,
JEE_Main_2012_Offline_20,JEE_Main_2012_Offline.pdf,"In Young's double slit experiment, one of the slit is wider than other, so that the amplitude of the light from one slit is double of that from other slit. If I₀ be the maximum intensity, the resultant intensity I when they interfere at phase difference φ is given by","['(a) I₀(4 + 5cos φ)', '(b) I₀(1 + 4cos² φ/2)', '(c) I₀(1 + 8cos² φ/2)', '(d) I₀(1 + 8cos² φ)']",,,,
JEE_Main_2012_Offline_21,JEE_Main_2012_Offline.pdf,"This question has statement 1 and statement 2. Of the four choices given after the statements, choose the one that best describes the two statements Statement 1 : Davisson - germer experiment established the wave nature of electrons. Statement 2 : If electrons have wave nature, they can interfere and show diffraction.","['(a) Statement 1 is false, Statement 2 is true', '(b) Statement 1 is true, Statement 2 is false', '(c) Statement 1 is true, Statement 2 is the correct explanation for statement 1', '(d) Statement 1 is true, Statement 2 is true, Statement 2 is not the correct explanation for']",,,,
JEE_Main_2012_Offline_22,JEE_Main_2012_Offline.pdf,Hydrogen atom is excited from ground state to another state with principal quantum number equal to 4. Then the number of spectral lines in the emission spectra will be,"['(a) 2', '(b) 3', '(c) 5', '(d) 6']",,,,
JEE_Main_2012_Offline_23,JEE_Main_2012_Offline.pdf,Assume that a neutron breaks into a proton and an electron. The energy released during this process is (Mass of neutron = 1.6725 x 10⁻²⁷ kg; mass of proton = 1.6725 x 10⁻²⁷ kg; mass of electron = 9 x 10⁻³¹ kg),"['(a) 0.73 MeV', '(b) 7.10 MeV', '(c) 6.30 MeV', '(d) 5.4 MeV']",,,,
JEE_Main_2012_Offline_24,JEE_Main_2012_Offline.pdf,Truth table for system of four NAND gates as shown in figure is,"['(a) (truth table)', '(b) (truth table)', '(c) (truth table)', '(d) (truth table)']",,,,
JEE_Main_2012_Offline_25,JEE_Main_2012_Offline.pdf,A radar has a power of 1 Kw and is operating at a frequency of 10 GHz. It is located on a mountain top of height 500 m. The maximum distance upto which it can detect object located on the surface of the earth (Radius of earth = 6.4 x 10⁶ m) is,"['(a) 80 km', '(b) 16 km', '(c) 40 km', '(d) 64 km']",,,,
JEE_Main_2012_Offline_26,JEE_Main_2012_Offline.pdf,A spectrometer gives the following reading when used to measure the angle of a prism. Main scale reading: 58.5 degree Vernier scale reading : 09 divisions Given that 1 division on main scale corresponds to 0.5 degree. Total divisions on the vernier scale is 30 and match with 29 divisions of the main scale. The angle of the prism from the above data,"['(a) 58.59°', '(b) 58.77°', '(c) 58.65°', '(d) 59°']",,,,
JEE_Main_2012_Offline_27,JEE_Main_2012_Offline.pdf,The density of a solution prepared by dissolving 120 g of urea (mol. Mass = 60u ) in 1000 g of water is 1.15 g/mL. The molarity of this solution is :,"['(a) 0.50 M', '(b) 1.78 M', '(c) 1.02 M', '(d) 2.05 M']",,,,
JEE_Main_2012_Offline_28,JEE_Main_2012_Offline.pdf,"The electrons identified by quantum numbers n and l: (a) n = 4, l = 1 (b) n = 4, l = 0 (c) n = 3, l = 2 (d) n = 3, l = 1 Can be placed in order of increasing energy as:","['(a) (c) < (d) < (b) < (a)', '(b) (d) < (b) < (c) < (a)', '(c) (b) < (d) < (a) < (c)', '(d) (a) < (c) < (b) < (d)']",,,,
JEE_Main_2012_Offline_29,JEE_Main_2012_Offline.pdf,The increasing order of the ionic radii of the given isoelectronic species is :,"['(a) Cl⁻, Ca²⁺, K⁺, S²⁻', '(b) S²⁻, Cl⁻, Ca²⁺, K⁺', '(c) Ca²⁺, K⁺, Cl⁻, S²⁻', '(d) K⁺, S²⁻, Ca²⁺, Cl⁻']",,,,
JEE_Main_2012_Offline_30,JEE_Main_2012_Offline.pdf,The molecule having smallest bond angle is :,"['(a) NCl₃', '(b) AsCl₃', '(c) SbCl₃', '(d) PCl₃']",,,,
JEE_Main_2012_Offline_31,JEE_Main_2012_Offline.pdf,In which of the following pairs the two species are not isostructural?,"['(a) CO₃²⁻ and NO₃⁻', '(b) PCl₃ and SiCl₄', '(c) PF₅ and BrF₅', '(d) AlF₆³⁻ and SF₆']",,,,
JEE_Main_2012_Offline_32,JEE_Main_2012_Offline.pdf,The compressibility factor for a real gas at high pressure is :,"['(a) 1 + RT/pb', '(b) 1', '(c) 1 + pb/RT', '(d) 1 − pb/RT']",,,,
JEE_Main_2012_Offline_33,JEE_Main_2012_Offline.pdf,The incorrect expression among the following is :,"['(a) w = -nRTln(V₂/V₁)', '(b) In isothermal process Wreversible = -nRT ln V₂/V₁', '(c) nK = Δn gas', '(d) K = e⁻ΔG°/RT']",,,,
JEE_Main_2012_Offline_34,JEE_Main_2012_Offline.pdf,"The equilibrium constant (Kₚ) for the reaction N₂(g) + O₂( g) ⇌ 2NO(g) at temperature T is 4 x 10⁻⁴. The value of Kₚ for the reaction, NO(g) ⇌ 1/2 N₂(g) + 1/2 O₂(g) at the same temperature is :","['(a) 0.02', '(b) 2.5 x 10²', '(c) 4 x 10⁻⁴', '(d) 50.0']",,,,
JEE_Main_2012_Offline_35,JEE_Main_2012_Offline.pdf,"The pH of a 0.1 molar solution of the acid HQ is 3 . The value of the ionization constant, Kₐ of this acid is :","['(a) 3 x 10⁻⁴', '(b) 1 x 10⁻³', '(c) 1 x 10⁻⁵', '(d) 1 x 10⁻⁷']",,,,
JEE_Main_2012_Offline_36,JEE_Main_2012_Offline.pdf,Very pure hydrogen (99.9%) can be made by which of the following processes?,"['(a) Reaction of methane with steam', '(b) Mixing natural hydrocarbons of high molecular weight', '(c) Electrolysis of water', '(d) Reaction of salt like hydrides with water']",,,,
JEE_Main_2012_Offline_37,JEE_Main_2012_Offline.pdf,Which of the following on thermal decomposition yields a basic as well as an acidic oxide ?,"['(a) NaNO₃', '(b) KClO₃', '(c) CaCO₃', '(d) NH₄NO₃']",,,,
JEE_Main_2012_Offline_38,JEE_Main_2012_Offline.pdf,Ortho-Nitrophenol is less soluble in water than p— and m— Nitrophenols because :,"['(a) o—Nitrophenol is more volatile in steam than those of m— and p— isomers', '(b) o—Nitrophenol shows Intramolecular H— bonding', '(c) o— Nitrophenol shows Intermolecular H— bonding', '(d) Melting point of o—Nitrophenol is lower than those of m— and p— isomers.']",,,,
JEE_Main_2012_Offline_39,JEE_Main_2012_Offline.pdf,What is DDT among the following :,"['(a) Greenhouse gas', '(b) A fertilizer', '(c) Biodegradable pollutant', '(d) Non-biodegradable pollutant']",,,,
JEE_Main_2012_Offline_40,JEE_Main_2012_Offline.pdf,Lithium forms body centred cubic structure. The length of the side of its unit cell is 351pm. Atomic radius of the lithium will be:,"['(a) 75 pm', '(b) 300 pm', '(c) 240 pm', '(d) 152 pm']",,,,
JEE_Main_2012_Offline_41,JEE_Main_2012_Offline.pdf,"The standard reduction potentials for Zn²⁺/Zn, Ni²⁺/Ni, and Fe²⁺/Fe are —0.76, —0.23 and —0.44 V respectively. The reaction X + Y²⁺ → X²⁺ + Y will be spontaneous when:","['(a) X = Ni, Y = Fe', '(b) X = Ni, Y = Zn', '(c) X = Fe, Y = Zn', '(d) X = Zn, Y = Ni']",,,,
JEE_Main_2012_Offline_42,JEE_Main_2012_Offline.pdf,"For a first order reaction, (A) → products, the concentration of A changes from 0.1 M to 0.025 M in 40 minutes. The rate of reaction when the concentration of A is 0.01 M is:","['(a) 1.73 x 10⁻⁵ M/min', '(b) 3.47 x 10⁻⁴ M/min', '(c) 3.47 x 10⁻⁵ M/min', '(d) 1.73 x 10⁻⁴ M/min']",,,,
JEE_Main_2012_Offline_43,JEE_Main_2012_Offline.pdf,"According to Freundlich adsorption isotherm, which of the following is correct ?","['(a) x/m = kP^(1/n)', '(b) x/m = kP', '(c) x/m = kP^n', '(d) All the above are correct for different ranges of pressure']",,,,
JEE_Main_2012_Offline_44,JEE_Main_2012_Offline.pdf,Which method of purification is represented by the following equation: Ti(s) + 2I₂(g) → TiI₄(g) → Ti(s) + 2I₂(g),"['(a) zone refining', '(b) cupellation', '(c) Poling', '(d) Van Arkel']",,,,
JEE_Main_2012_Offline_45,JEE_Main_2012_Offline.pdf,Iron exhibits +2 and +3 oxidation states. Which of the following statements about iron is incorrect?,"['(a) Ferrous oxide is more basic in nature than the ferric oxide.', '(b) Ferrous compounds are relatively more ionic than the corresponding ferric compounds', '(c) Ferrous compounds are less volatile than the corresponding ferric compounds.', '(d) Ferrous compounds are more easily hydrolysed than the corresponding ferric compounds.']",,,,
JEE_Main_2012_Offline_46,JEE_Main_2012_Offline.pdf,Which among the following will be named as dibromidobis (ethylene diamine)chromium(II]) bromide?,"['(a) [Cr(en)₃]Br₃', '(b) [Cr(en)₂Br₂]Br', '(c) [Cr( en )Br₄]⁻', '(d) [Cr(en)Br₂]Br']",,,,
JEE_Main_2012_Offline_47,JEE_Main_2012_Offline.pdf,How many chiral compounds are possible on monochlorination of 2—methylbutane ?,"['(a) 8', '(b) 2', '(c) 4', '(d) 6']",,,,
JEE_Main_2012_Offline_48,JEE_Main_2012_Offline.pdf,Which branched chain isomer of the hydrocarbon with molecular mass 72 u gives only one isomer of mono substituted alkyl halide?,"['(a) Tertiary butyl chloride', '(b) Neopentane', '(c) Isohexane', '(d) Neohexane']",,,,
JEE_Main_2012_Offline_49,JEE_Main_2012_Offline.pdf,Which of the following compounds can be detected by Molisch's test ?,"['(a) Nitro compounds', '(b) Sugars', '(c) Amines', '(d) Primary alcohols']",,,,
JEE_Main_2012_Offline_50,JEE_Main_2012_Offline.pdf,Iodoform can be prepared from all except :,"['(a) Ethyl methyl ketone', '(b) Isopropyl alcohol', '(c) 3—Methyl—2— butanone', '(d) Isobutyl alcohol']",,,,
JEE_Main_2012_Offline_51,JEE_Main_2012_Offline.pdf,"In the given transformation, which of the following is the most appropriate reagent?","['(a) NH₂NH₂, OH⁻', '(b) Zn — Hg/HCl', '(c) Na, Liq. NH₃', '(d) NaBH₄']",,,,
JEE_Main_2012_Offline_52,JEE_Main_2012_Offline.pdf,The species which can best serve as an initiator for the cationic polymerization is :,"['(a) LiAlH₄', '(b) HNO₃', '(c) AlCl₃', '(d) BuLi']",,,,
JEE_Main_2012_Offline_53,JEE_Main_2012_Offline.pdf,Aspirin is known as:,"['(a) Acetyl salicylic acid', '(b) Phenyl salicylate', '(c) Acetyl salicylate', '(d) Methyl salicylic acid']",,,,
JEE_Main_2012_Offline_54,JEE_Main_2012_Offline.pdf,Which one of the following statements is correct?,"['(a) All amino acids except lysine are optically active', '(b) All amino acids are optically active', '(c) All amino acids except glycine are optically active', '(d) All amino acids except glutamic acid are optically active']",,,,
JEE_Main_2012_Offline_55,JEE_Main_2012_Offline.pdf,"Assuming the balls to be identical except for difference in colours, the number of ways in which one or more balls can be selected from 10 white, 9 green and 7 black balls is","['(a) 880', '(b) 629', '(c) 630', '(d) 879']",,,,
JEE_Main_2012_Offline_56,JEE_Main_2012_Offline.pdf,Statement 1: The sum of the series 1 + (1 + 2 + 4 + 8) + (16 + 32 + 64 + 128) + ... + (361 + 380 + 400) is 8000. Statement 2: Σ (k³ − (k − 1)³) = n³ for any natural number n.,"['(a) Statement 1 is false, statement 2 is true.', '(b) Statement 1 is true, statement 2 is true; statement 2 is a correct explanation for statement 1', '(c) Statement 1 is true, statement 2 is true; statement 2 is not a correct explanation for statement 1', '(d) Statement 1 is true, statement 2 is false']",,,,
JEE_Main_2012_Offline_57,JEE_Main_2012_Offline.pdf,"If 100 times the 100th term of an AP with non zero common difference equals the 50 times its 50th term, then the 150th term of this AP is","['(a) -150', '(b) 150 times its 50th term', '(c) 150', '(d) zero']",,,,
JEE_Main_2012_Offline_58,JEE_Main_2012_Offline.pdf,"If n is a positive integer, then (√3 + 1)²ⁿ − (√3 − 1)²ⁿ is","['(a) an irrational number', '(b) an odd positive integer', '(c) an even positive integer', '(d) a rational number other than positive integers']",,,,
JEE_Main_2012_Offline_59,JEE_Main_2012_Offline.pdf,The equation e²ˣ − eˣ − 4 = 0 has,"['(a) infinite number of real roots', '(b) no real roots', '(c) exactly one real root', '(d) exactly four real roots']",,,,
JEE_Main_2012_Offline_60,JEE_Main_2012_Offline.pdf,"If the line 2x + y = k passes through the point which divides the line segment joining the points (1, 1) and (2, 4) in the ratio 3 : 2, then k equals","['(a) 2', '(b) 5', '(c) 6', '(d) 7/2']",,,,
JEE_Main_2012_Offline_61,JEE_Main_2012_Offline.pdf,"A line is drawn through the point (1, 2) to meet the coordinate axes at P and Q such that it forms a triangle OPQ, where O is the origin. If the area of the triangle OPQ is least, then the slope of the line PQ is","['(a) 4', '(b) -4', '(c) -2', '(d) -1/2']",,,,
JEE_Main_2012_Offline_62,JEE_Main_2012_Offline.pdf,"The length of the diameter of the circle which touches the x-axis at the point (1, 0) and passes through the point (2, 3) is","['(a) 6', '(b) √6', '(c) √10', '(d) 10']",,,,
JEE_Main_2012_Offline_63,JEE_Main_2012_Offline.pdf,"Statement 1: An equation of a common tangent to the parabola y² = 16√3x and the ellipse 2x² + y² = 4 is y = 2x + 2√3. Statement 2: If the line y = mx + 2√3 (m ≠ 0) is a common tangent to the parabola y² = 16√3x and the ellipse 2x² + y² = 4, then m satisfies m⁴ + 2m² = 24.","['(a) Statement 1 is false, statement 2 is true', '(b) Statement 1 is true, statement 2 is true; statement 2 is a correct explanation for statement 1', '(c) Statement 1 is true, statement 2 is true; statement 2 is not a correct explanation for statement 1', '(d) Statement 1 is true, statement 2 is false']",,,,
JEE_Main_2012_Offline_64,JEE_Main_2012_Offline.pdf,"An ellipse is drawn by taking a diameter of the circle (x − 1)² + y² = 1 as its semiminor axis and a diameter of the circle x² + (y − 2)² = 4 as its semi-major axis. If the centre of the ellipse is the origin and its axes are the coordinate axes, then the equation of the ellipse is","['(a) 4x² + y² = 4', '(b) x² + 4y² = 8', '(c) 4x² + y² = 8', '(d) x² + 4y² = 16']",,,,
JEE_Main_2012_Offline_65,JEE_Main_2012_Offline.pdf,"The negation of the statement ""If I become a teacher, then I will open a school"" is","['(a) I will become a teacher and I will not open a school', '(b) Either I will not become a teacher or I will not open a school', '(c) Neither I will become a teacher nor I will open a school', '(d) I will not become a teacher or I will open a school']",,,,
